t,lot,price,diff,time
2016-10-07T00:00:00.000000000,BHMNCPHST01,10.000349305555556,1,1752076219530
2016-10-07T00:00:00.000000000,BHMEURBRD01,10.001525577184246,1,1752076219530
2016-10-07T00:00:00.000000000,Others-CCCPS135a,10.000133972785882,1,1752076219530
2016-10-07T00:00:00.000000000,Others-CCCPS202,10.000093090990704,1,1752076219530
2016-10-07T00:00:00.000000000,Broad Street,10.00103549674438,1,1752076219530
2016-10-07T00:00:00.000000000,Others-CCCPS105a,10.000167489205493,1,1752076219530
2016-10-07T00:00:00.000000000,BHMBCCTHL01,10.001549052207066,1,1752076219530
2016-10-07T00:00:00.000000000,BHMNCPNST01,10.000365607397173,1,1752076219530
2016-10-07T00:00:00.000000000,BHMBCCMKT01,10.000450546512921,1,1752076219530
2016-10-07T00:00:00.000000000,Shopping,10.000218912760417,1,1752076219530
2016-10-07T00:00:00.000000000,Others-CCCPS119a,10.000054856876373,1,1752076219530
2016-10-08T00:00:00.000000000,BHMBCCTHL01,10.001208527799477,1,1752076222290
2016-10-08T00:00:00.000000000,Others-CCCPS202,10.000071644124851,1,1752076222290
2016-10-08T00:00:00.000000000,Shopping,10.000184461805556,1,1752076222290
2016-10-08T00:00:00.000000000,BHMNCPHST01,10.00030625,1,1752076222290
2016-10-08T00:00:00.000000000,Others-CCCPS8,10.000176805417913,1,1752076222290
2016-10-08T00:00:00.000000000,BHMMBMMBX01,10.000516983106941,1,1752076222290
2016-10-08T00:00:00.000000000,Others-CCCPS105a,10.000137014098577,1,1752076222290
2016-10-08T00:00:00.000000000,BHMBCCMKT01,10.00045655379976,1,1752076222290
2016-10-08T00:00:00.000000000,BHMEURBRD01,10.001113626075147,1,1752076222290
2016-10-08T00:00:00.000000000,Others-CCCPS119a,10.000040983559611,1,1752076222290
2016-10-08T00:00:00.000000000,Broad Street,10.000781348456206,1,1752076222290
2016-10-08T00:00:00.000000000,Others-CCCPS98,10.000047878151454,1,1752076222290
2016-10-08T00:00:00.000000000,Others-CCCPS135a,10.000108504691932,1,1752076222290
2016-10-08T00:00:00.000000000,BHMNCPNST01,10.000335848655542,1,1752076222290
2016-10-09T00:00:00.000000000,BHMNCPHST01,10.000288194444444,1,1752076224930
2016-10-09T00:00:00.000000000,Others-CCCPS135a,10.000071363721588,1,1752076224930
2016-10-09T00:00:00.000000000,Others-CCCPS8,10.000290670395792,1,1752076224930
2016-10-09T00:00:00.000000000,Others-CCCPS119a,10.000062875398905,1,1752076224930
2016-10-09T00:00:00.000000000,Shopping,10.000176323784721,1,1752076224930
2016-10-09T00:00:00.000000000,BHMEURBRD01,10.000579447713898,1,1752076224930
2016-10-09T00:00:00.000000000,Others-CCCPS98,10.00005172086643,1,1752076224930
2016-10-09T00:00:00.000000000,Others-CCCPS105a,10.000180868520726,1,1752076224930
2016-10-09T00:00:00.000000000,BHMBCCMKT01,10.001045267909975,1,1752076224930
2016-10-09T00:00:00.000000000,BHMBCCTHL01,10.001929638309663,1,1752076224930
2016-10-09T00:00:00.000000000,BHMNCPNST01,10.000293336167498,1,1752076224930
2016-10-09T00:00:00.000000000,Broad Street,10.000275152278933,1,1752076224930
2016-10-09T00:00:00.000000000,Others-CCCPS202,10.000054138845154,1,1752076224930
2016-10-09T00:00:00.000000000,BHMMBMMBX01,10.000470369875988,1,1752076224930
2016-10-10T00:00:00.000000000,Others-CCCPS105a,10.000100840394433,1,1752076227570
2016-10-10T00:00:00.000000000,BHMMBMMBX01,10.000169502658014,1,1752076227570
2016-10-10T00:00:00.000000000,Others-CCCPS98,10.000017448003133,1,1752076227570
2016-10-10T00:00:00.000000000,BHMNCPHST01,10.000129166666667,1,1752076227570
2016-10-10T00:00:00.000000000,Others-CCCPS135a,10.000026529264531,1,1752076227570
2016-10-10T00:00:00.000000000,BHMBCCTHL01,10.00170262203794,1,1752076227570
2016-10-10T00:00:00.000000000,BHMNCPNST01,10.000123286215326,1,1752076227570
2016-10-10T00:00:00.000000000,Shopping,10.000067545572916,1,1752076227570
2016-10-10T00:00:00.000000000,Others-CCCPS8,10.000191110063374,1,1752076227570
2016-10-10T00:00:00.000000000,BHMEURBRD01,10.000461747397011,1,1752076227570
2016-10-10T00:00:00.000000000,Others-CCCPS119a,10.000050402141634,1,1752076227570
2016-10-10T00:00:00.000000000,Broad Street,10.000197437513128,1,1752076227570
2016-10-10T00:00:00.000000000,BHMBCCMKT01,10.000501608451051,1,1752076227570
2016-10-10T00:00:00.000000000,Others-CCCPS202,10.00003593799143,1,1752076227570
2016-10-11T00:00:00.000000000,BHMNCPNST01,10.000501647358911,1,1752076230210
2016-10-11T00:00:00.000000000,BHMBCCMKT01,10.000366444497175,1,1752076230210
2016-10-11T00:00:00.000000000,BHMNCPHST01,10.000364583333333,1,1752076230210
2016-10-11T00:00:00.000000000,BHMBCCTHL01,10.001462251867876,1,1752076230210
2016-10-11T00:00:00.000000000,Others-CCCPS8,10.000222008097573,1,1752076230210
2016-10-11T00:00:00.000000000,Others-CCCPS202,10.00009146798464,1,1752076230210
2016-10-11T00:00:00.000000000,Broad Street,10.000959882377652,1,1752076230210
2016-10-11T00:00:00.000000000,Others-CCCPS135a,10.000129529134073,1,1752076230210
2016-10-11T00:00:00.000000000,Others-CCCPS119a,10.00004492918181,1,1752076230210
2016-10-11T00:00:00.000000000,BHMMBMMBX01,10.000646228883676,1,1752076230210
2016-10-11T00:00:00.000000000,BHMEURBRD01,10.001353553644183,1,1752076230210
2016-10-11T00:00:00.000000000,Others-CCCPS105a,10.000170462386658,1,1752076230210
2016-10-11T00:00:00.000000000,Others-CCCPS98,10.000057433010314,1,1752076230210
2016-10-11T00:00:00.000000000,Shopping,10.000215657552083,1,1752076230210
2016-10-12T00:00:00.000000000,BHMNCPHST01,10.000379861111112,1,1752076232850
2016-10-12T00:00:00.000000000,BHMBCCMKT01,10.00050761573789,1,1752076232850
2016-10-12T00:00:00.000000000,Others-CCCPS202,10.000095641428807,1,1752076232850
2016-10-12T00:00:00.000000000,Others-CCCPS8,10.00022315246921,1,1752076232850
2016-10-12T00:00:00.000000000,Shopping,10.000235188802083,1,1752076232850
2016-10-12T00:00:00.000000000,Others-CCCPS98,10.000062833582712,1,1752076232850
2016-10-12T00:00:00.000000000,BHMBCCTHL01,10.001268620341992,1,1752076232850
2016-10-12T00:00:00.000000000,Others-CCCPS105a,10.000177895339563,1,1752076232850
2016-10-12T00:00:00.000000000,BHMMBMMBX01,10.000694960897855,1,1752076232850
2016-10-12T00:00:00.000000000,Broad Street,10.00103549674438,1,1752076232850
2016-10-12T00:00:00.000000000,BHMNCPNST01,10.000624933574237,1,1752076232850
2016-10-12T00:00:00.000000000,Others-CCCPS135a,10.000136559389174,1,1752076232850
2016-10-12T00:00:00.000000000,Others-CCCPS119a,10.000040601725205,1,1752076232850
2016-10-12T00:00:00.000000000,BHMEURBRD01,10.001570846536895,1,1752076232850
2016-10-13T00:00:00.000000000,BHMBCCMKT01,10.000348422636659,1,1752076235480
2016-10-13T00:00:00.000000000,BHMNCPNST01,10.000416622382826,1,1752076235480
2016-10-13T00:00:00.000000000,Others-CCCPS105a,10.000161295078072,1,1752076235480
2016-10-13T00:00:00.000000000,Shopping,10.000216742621527,1,1752076235480
2016-10-13T00:00:00.000000000,Others-CCCPS135a,10.000127274146589,1,1752076235480
2016-10-13T00:00:00.000000000,BHMEURBRD01,10.001511996378452,1,1752076235480
2016-10-13T00:00:00.000000000,Others-CCCPS98,10.000058160010443,1,1752076235480
2016-10-13T00:00:00.000000000,Others-CCCPS202,10.000086251179432,1,1752076235480
2016-10-13T00:00:00.000000000,BHMMBMMBX01,10.000654704016577,1,1752076235480
2016-10-13T00:00:00.000000000,BHMBCCTHL01,10.001115050511121,1,1752076235480
2016-10-13T00:00:00.000000000,Others-CCCPS8,10.000195687549922,1,1752076235480
2016-10-13T00:00:00.000000000,BHMNCPHST01,10.0003625,1,1752076235480
2016-10-13T00:00:00.000000000,Broad Street,10.001027095148078,1,1752076235480
2016-10-13T00:00:00.000000000,Others-CCCPS119a,10.000040856281474,1,1752076235480
2016-10-14T00:00:00.000000000,BHMNCPNST01,10.000531406100542,1,1752076238120
2016-10-14T00:00:00.000000000,BHMBCCTHL01,10.001495636613718,1,1752076238120
2016-10-14T00:00:00.000000000,BHMMBMMBX01,10.00055723998822,1,1752076238120
2016-10-14T00:00:00.000000000,Others-CCCPS105a,10.000163277198848,1,1752076238120
2016-10-14T00:00:00.000000000,Others-CCCPS119a,10.000051674922988,1,1752076238120
2016-10-14T00:00:00.000000000,Others-CCCPS98,10.000058471581928,1,1752076238120
2016-10-14T00:00:00.000000000,BHMEURBRD01,10.00143503847895,1,1752076238120
2016-10-14T00:00:00.000000000,Others-CCCPS202,10.000090656481609,1,1752076238120
2016-10-14T00:00:00.000000000,Broad Street,10.000934677588742,1,1752076238120
2016-10-14T00:00:00.000000000,Others-CCCPS135a,10.00014332435163,1,1752076238120
2016-10-14T00:00:00.000000000,BHMNCPHST01,10.000390972222222,1,1752076238120
2016-10-14T00:00:00.000000000,Shopping,10.000243055555556,1,1752076238120
2016-10-14T00:00:00.000000000,BHMBCCMKT01,10.000519630311567,1,1752076238120
2016-10-14T00:00:00.000000000,Others-CCCPS8,10.000234023999761,1,1752076238120
2016-10-15T00:00:00.000000000,Others-CCCPS135a,10.00010737719819,1,1752076240760
2016-10-15T00:00:00.000000000,BHMBCCMKT01,10.000513623024728,1,1752076240760
2016-10-15T00:00:00.000000000,BHMMBMMBX01,10.000476726225664,1,1752076240760
2016-10-15T00:00:00.000000000,Others-CCCPS8,10.000193970992468,1,1752076240760
2016-10-15T00:00:00.000000000,Broad Street,10.000835958832178,1,1752076240760
2016-10-15T00:00:00.000000000,BHMNCPNST01,10.000289084918695,1,1752076240760
2016-10-15T00:00:00.000000000,Others-CCCPS98,10.000058990867736,1,1752076240760
2016-10-15T00:00:00.000000000,BHMBCCTHL01,10.001468928817046,1,1752076240760
2016-10-15T00:00:00.000000000,Others-CCCPS105a,10.000138996219352,1,1752076240760
2016-10-15T00:00:00.000000000,Others-CCCPS119a,10.000063639067719,1,1752076240760
2016-10-15T00:00:00.000000000,BHMNCPHST01,10.000318055555555,1,1752076240760
2016-10-15T00:00:00.000000000,Shopping,10.000185546875,1,1752076240760
2016-10-15T00:00:00.000000000,Others-CCCPS202,10.000078368007118,1,1752076240760
2016-10-15T00:00:00.000000000,BHMEURBRD01,10.001213218650973,1,1752076240760
2016-10-16T00:00:00.000000000,BHMMBMMBX01,10.000514864323716,1,1752076243410
2016-10-16T00:00:00.000000000,Others-CCCPS105a,10.000199946433186,1,1752076243410
2016-10-16T00:00:00.000000000,BHMNCPNST01,10.000629184823042,1,1752076243410
2016-10-16T00:00:00.000000000,BHMNCPHST01,10.000268055555555,1,1752076243410
2016-10-16T00:00:00.000000000,Broad Street,10.00031716026045,1,1752076243410
2016-10-16T00:00:00.000000000,Others-CCCPS119a,10.000054856876373,1,1752076243410
2016-10-16T00:00:00.000000000,Shopping,10.000166829427084,1,1752076243410
2016-10-16T00:00:00.000000000,Others-CCCPS135a,10.000065129344424,1,1752076243410
2016-10-16T00:00:00.000000000,BHMBCCMKT01,10.001168417290174,1,1752076243410
2016-10-16T00:00:00.000000000,BHMEURBRD01,10.000588501584428,1,1752076243410
2016-10-16T00:00:00.000000000,Others-CCCPS98,10.000055252009922,1,1752076243410
2016-10-16T00:00:00.000000000,Others-CCCPS8,10.00032957903145,1,1752076243410
2016-10-16T00:00:00.000000000,Others-CCCPS202,10.000063645023532,1,1752076243410
2016-10-16T00:00:00.000000000,BHMBCCTHL01,10.001689268139602,1,1752076243410
2016-10-17T00:00:00.000000000,Others-CCCPS105a,10.000188301473633,1,1752076246060
2016-10-17T00:00:00.000000000,BHMNCPNST01,10.000535657349346,1,1752076246060
2016-10-17T00:00:00.000000000,BHMBCCMKT01,10.000432524652403,1,1752076246060
2016-10-17T00:00:00.000000000,BHMEURBRD01,10.000733363512902,1,1752076246060
2016-10-17T00:00:00.000000000,BHMNCPHST01,10.00015138888889,1,1752076246060
2016-10-17T00:00:00.000000000,Others-CCCPS135a,10.00008535790863,1,1752076246060
2016-10-17T00:00:00.000000000,BHMMBMMBX01,10.000839038157167,1,1752076246060
2016-10-17T00:00:00.000000000,Others-CCCPS8,10.00020827563793,1,1752076246060
2016-10-17T00:00:00.000000000,Shopping,10.000182020399306,1,1752076246060
2016-10-17T00:00:00.000000000,Others-CCCPS202,10.000049849471983,1,1752076246060
2016-10-17T00:00:00.000000000,BHMBCCTHL01,10.00140883627453,1,1752076246060
2016-10-17T00:00:00.000000000,Broad Street,10.000405377021634,1,1752076246060
2016-10-17T00:00:00.000000000,Others-CCCPS119a,10.00006083894874,1,1752076246060
2016-10-17T00:00:00.000000000,Others-CCCPS98,10.000070622869824,1,1752076246060
2016-10-18T00:00:00.000000000,BHMNCPHST01,10.00034375,1,1752076248700
2016-10-18T00:00:00.000000000,Broad Street,10.001027095148078,1,1752076248700
2016-10-18T00:00:00.000000000,Others-CCCPS8,10.000213997496115,1,1752076248700
2016-10-18T00:00:00.000000000,BHMEURBRD01,10.001484834766863,1,1752076248700
2016-10-18T00:00:00.000000000,BHMBCCMKT01,10.00033340441956,1,1752076248700
2016-10-18T00:00:00.000000000,Others-CCCPS105a,10.00016451602433,1,1752076248700
2016-10-18T00:00:00.000000000,BHMNCPNST01,10.000454883622064,1,1752076248700
2016-10-18T00:00:00.000000000,Others-CCCPS98,10.000064183725812,1,1752076248700
2016-10-18T00:00:00.000000000,BHMMBMMBX01,10.0006144471353,1,1752076248700
2016-10-18T00:00:00.000000000,Others-CCCPS135a,10.00012787105504,1,1752076248700
2016-10-18T00:00:00.000000000,Shopping,10.000205349392361,1,1752076248700
2016-10-18T00:00:00.000000000,BHMBCCTHL01,10.001335389833677,1,1752076248700
2016-10-18T00:00:00.000000000,Others-CCCPS119a,10.00005434776383,1,1752076248700
2016-10-18T00:00:00.000000000,Others-CCCPS202,10.000091815771654,1,1752076248700
2016-10-19T00:00:00.000000000,Broad Street,10.001022894349926,1,1752076251340
2016-10-19T00:00:00.000000000,Others-CCCPS105a,10.000161295078072,1,1752076251340
2016-10-19T00:00:00.000000000,BHMEURBRD01,10.001489361702127,1,1752076251340
2016-10-19T00:00:00.000000000,Shopping,10.000218370225694,1,1752076251340
2016-10-19T00:00:00.000000000,Others-CCCPS98,10.000068338012271,1,1752076251340
2016-10-19T00:00:00.000000000,BHMNCPNST01,10.000408119885217,1,1752076251340
2016-10-19T00:00:00.000000000,Others-CCCPS8,10.000194543178287,1,1752076251340
2016-10-19T00:00:00.000000000,BHMBCCMKT01,10.000540655815504,1,1752076251340
2016-10-19T00:00:00.000000000,BHMBCCTHL01,10.00124191254532,1,1752076251340
2016-10-19T00:00:00.000000000,Others-CCCPS202,10.000088337901516,1,1752076251340
2016-10-19T00:00:00.000000000,BHMMBMMBX01,10.000675891848829,1,1752076251340
2016-10-19T00:00:00.000000000,Others-CCCPS119a,10.000056256935864,1,1752076251340
2016-10-19T00:00:00.000000000,BHMNCPHST01,10.000369444444445,1,1752076251340
2016-10-19T00:00:00.000000000,Others-CCCPS135a,10.000131784121558,1,1752076251340
2016-10-20T00:00:00.000000000,Others-CCCPS98,10.000063976011488,1,1752076253980
2016-10-20T00:00:00.000000000,Others-CCCPS135a,10.00012581503704,1,1752076253980
2016-10-20T00:00:00.000000000,Others-CCCPS105a,10.000166498145106,1,1752076253980
2016-10-20T00:00:00.000000000,BHMBCCMKT01,10.00039648093137,1,1752076253980
2016-10-20T00:00:00.000000000,Shopping,10.000218912760417,1,1752076253980
2016-10-20T00:00:00.000000000,BHMNCPHST01,10.000365972222221,1,1752076253980
2016-10-20T00:00:00.000000000,Others-CCCPS119a,10.000048620247737,1,1752076253980
2016-10-20T00:00:00.000000000,Others-CCCPS202,10.000083700741332,1,1752076253980
2016-10-20T00:00:00.000000000,Broad Street,10.000949380382272,1,1752076253980
2016-10-20T00:00:00.000000000,BHMEURBRD01,10.001389769126302,1,1752076253980
2016-10-20T00:00:00.000000000,Others-CCCPS8,10.00020083722229,1,1752076253980
2016-10-20T00:00:00.000000000,BHMNCPNST01,10.000408119885217,1,1752076253980
2016-10-20T00:00:00.000000000,BHMBCCTHL01,10.001228558646982,1,1752076253980
2016-10-20T00:00:00.000000000,BHMMBMMBX01,10.00069707968108,1,1752076253980
2016-10-23T00:00:00.000000000,Shopping,10.000145670572916,1,1752076256640
2016-10-23T00:00:00.000000000,Others-CCCPS202,10.00006155830145,1,1752076256640
2016-10-23T00:00:00.000000000,Others-CCCPS98,10.000059510153543,1,1752076256640
2016-10-23T00:00:00.000000000,Others-CCCPS135a,10.000059027613581,1,1752076256640
2016-10-23T00:00:00.000000000,Broad Street,10.000298256668767,1,1752076256640
2016-10-23T00:00:00.000000000,BHMNCPHST01,10.000244444444444,1,1752076256640
2016-10-23T00:00:00.000000000,BHMEURBRD01,10.000552286102309,1,1752076256640
2016-10-23T00:00:00.000000000,BHMNCPNST01,10.000488893612498,1,1752076256640
2016-10-23T00:00:00.000000000,BHMBCCMKT01,10.001120358995461,1,1752076256640
2016-10-23T00:00:00.000000000,Others-CCCPS119a,10.000063639067719,1,1752076256640
2016-10-23T00:00:00.000000000,Others-CCCPS8,10.000319279686718,1,1752076256640
2016-10-23T00:00:00.000000000,Others-CCCPS105a,10.000202919614349,1,1752076256640
2016-10-23T00:00:00.000000000,BHMBCCTHL01,10.001949669157169,1,1752076256640
2016-10-23T00:00:00.000000000,BHMMBMMBX01,10.00056147755467,1,1752076256640
2016-10-24T00:00:00.000000000,Others-CCCPS105a,10.000178638634853,1,1752076259290
2016-10-24T00:00:00.000000000,Others-CCCPS8,10.000289526024156,1,1752076259290
2016-10-24T00:00:00.000000000,Others-CCCPS119a,10.0000585479423,1,1752076259290
2016-10-24T00:00:00.000000000,Others-CCCPS135a,10.000027723081436,1,1752076259290
2016-10-24T00:00:00.000000000,BHMBCCTHL01,10.00185619186881,1,1752076259290
2016-10-24T00:00:00.000000000,BHMNCPHST01,10.000121527777777,1,1752076259290
2016-10-24T00:00:00.000000000,BHMEURBRD01,10.000457220461747,1,1752076259290
2016-10-24T00:00:00.000000000,BHMMBMMBX01,10.000457657176637,1,1752076259290
2016-10-24T00:00:00.000000000,Shopping,10.00006591796875,1,1752076259290
2016-10-24T00:00:00.000000000,Others-CCCPS98,10.00004071200731,1,1752076259290
2016-10-24T00:00:00.000000000,Broad Street,10.000218441503886,1,1752076259290
2016-10-24T00:00:00.000000000,Others-CCCPS202,10.000048110536914,1,1752076259290
2016-10-24T00:00:00.000000000,BHMBCCMKT01,10.000537652172085,1,1752076259290
2016-10-24T00:00:00.000000000,BHMNCPNST01,10.000391114889998,1,1752076259290
2016-10-25T00:00:00.000000000,BHMNCPNST01,10.00041237113402,1,1752076261940
2016-10-25T00:00:00.000000000,BHMBCCTHL01,10.001722652885444,1,1752076261940
2016-10-25T00:00:00.000000000,Broad Street,10.000945179584122,1,1752076261940
2016-10-25T00:00:00.000000000,Others-CCCPS98,10.000056082867214,1,1752076261940
2016-10-25T00:00:00.000000000,BHMEURBRD01,10.001371661385242,1,1752076261940
2016-10-25T00:00:00.000000000,BHMBCCMKT01,10.000516626668148,1,1752076261940
2016-10-25T00:00:00.000000000,Shopping,10.000186903211805,1,1752076261940
2016-10-25T00:00:00.000000000,BHMNCPHST01,10.000334027777777,1,1752076261940
2016-10-25T00:00:00.000000000,Others-CCCPS8,10.000231735256488,1,1752076261940
2016-10-25T00:00:00.000000000,Others-CCCPS202,10.000091583913646,1,1752076261940
2016-10-25T00:00:00.000000000,Others-CCCPS105a,10.00015832189691,1,1752076261940
2016-10-25T00:00:00.000000000,Others-CCCPS135a,10.000109101600385,1,1752076261940
2016-10-25T00:00:00.000000000,Others-CCCPS119a,10.000059057054843,1,1752076261940
2016-10-25T00:00:00.000000000,BHMMBMMBX01,10.000510626757265,1,1752076261940
2016-10-26T00:00:00.000000000,BHMEURBRD01,10.001484834766863,1,1752076264662
2016-10-26T00:00:00.000000000,Others-CCCPS105a,10.000176656514078,1,1752076264662
2016-10-26T00:00:00.000000000,Shopping,10.000189073350695,1,1752076264662
2016-10-26T00:00:00.000000000,BHMNCPNST01,10.000454883622064,1,1752076264662
2016-10-26T00:00:00.000000000,BHMBCCMKT01,10.000934133103454,1,1752076264662
2016-10-26T00:00:00.000000000,BHMBCCTHL01,10.001522344410391,1,1752076264662
2016-10-26T00:00:00.000000000,Others-CCCPS98,10.000070103584017,1,1752076264662
2016-10-26T00:00:00.000000000,Others-CCCPS202,10.00009448213876,1,1752076264662
2016-10-26T00:00:00.000000000,Others-CCCPS135a,10.00011732567239,1,1752076264662
2016-10-26T00:00:00.000000000,BHMNCPHST01,10.000325694444445,1,1752076264662
2016-10-26T00:00:00.000000000,Broad Street,10.00103549674438,1,1752076264662
2016-10-26T00:00:00.000000000,Others-CCCPS8,10.000233451813944,1,1752076264662
2016-10-26T00:00:00.000000000,BHMMBMMBX01,10.000648347666901,1,1752076264662
2016-10-26T00:00:00.000000000,Others-CCCPS119a,10.000062620842634,1,1752076264662
2016-10-27T00:00:00.000000000,Others-CCCPS105a,10.000183098406598,1,1752076267320
2016-10-27T00:00:00.000000000,BHMNCPNST01,10.000476139866086,1,1752076267320
2016-10-27T00:00:00.000000000,BHMNCPHST01,10.000328472222222,1,1752076267320
2016-10-27T00:00:00.000000000,Others-CCCPS119a,10.000121677897477,1,1752076267320
2016-10-27T00:00:00.000000000,Shopping,10.000192328559027,1,1752076267320
2016-10-27T00:00:00.000000000,Broad Street,10.00103549674438,1,1752076267320
2016-10-27T00:00:00.000000000,Others-CCCPS8,10.000247184273586,1,1752076267320
2016-10-27T00:00:00.000000000,BHMBCCMKT01,10.000633768761508,1,1752076267320
2016-10-27T00:00:00.000000000,Others-CCCPS98,10.000118189449795,1,1752076267320
2016-10-27T00:00:00.000000000,Others-CCCPS135a,10.000112683051096,1,1752076267320
2016-10-27T00:00:00.000000000,BHMMBMMBX01,10.000654704016577,1,1752076267320
2016-10-27T00:00:00.000000000,Others-CCCPS202,10.000096221073829,1,1752076267320
2016-10-27T00:00:00.000000000,BHMBCCTHL01,10.001495636613718,1,1752076267320
2016-10-27T00:00:00.000000000,BHMEURBRD01,10.001484834766863,1,1752076267320
2016-10-28T00:00:00.000000000,Others-CCCPS135a,10.000110560709933,1,1752076269950
2016-10-28T00:00:00.000000000,BHMNCPNST01,10.000365607397173,1,1752076269950
2016-10-28T00:00:00.000000000,Broad Street,10.001001890359168,1,1752076269950
2016-10-28T00:00:00.000000000,Others-CCCPS98,10.000124213165162,1,1752076269950
2016-10-28T00:00:00.000000000,BHMEURBRD01,10.001471253961068,1,1752076269950
2016-10-28T00:00:00.000000000,BHMMBMMBX01,10.000612328352075,1,1752076269950
2016-10-28T00:00:00.000000000,Others-CCCPS8,10.000262061104868,1,1752076269950
2016-10-28T00:00:00.000000000,BHMNCPHST01,10.000322222222222,1,1752076269950
2016-10-28T00:00:00.000000000,BHMBCCMKT01,10.0006788234128,1,1752076269950
2016-10-28T00:00:00.000000000,Others-CCCPS119a,10.000142169677282,1,1752076269950
2016-10-28T00:00:00.000000000,Shopping,10.000186360677084,1,1752076269950
2016-10-28T00:00:00.000000000,Others-CCCPS202,10.000095525499802,1,1752076269950
2016-10-28T00:00:00.000000000,BHMBCCTHL01,10.0018161301738,1,1752076269950
2016-10-28T00:00:00.000000000,Others-CCCPS105a,10.000183593936791,1,1752076269950
2016-10-29T00:00:00.000000000,BHMNCPNST01,10.000267828674673,1,1752076272640
2016-10-29T00:00:00.000000000,Others-CCCPS8,10.000239173672128,1,1752076272640
2016-10-29T00:00:00.000000000,Others-CCCPS119a,10.000128041804249,1,1752076272640
2016-10-29T00:00:00.000000000,Broad Street,10.000762444864524,1,1752076272640
2016-10-29T00:00:00.000000000,BHMBCCMKT01,10.000717870777253,1,1752076272640
2016-10-29T00:00:00.000000000,Shopping,10.00015380859375,1,1752076272640
2016-10-29T00:00:00.000000000,Others-CCCPS105a,10.000162038373363,1,1752076272640
2016-10-29T00:00:00.000000000,Others-CCCPS135a,10.000078261330367,1,1752076272640
2016-10-29T00:00:00.000000000,Others-CCCPS98,10.000108738448098,1,1752076272640
2016-10-29T00:00:00.000000000,BHMEURBRD01,10.001204164780443,1,1752076272640
2016-10-29T00:00:00.000000000,Others-CCCPS202,10.000077092788068,1,1752076272640
2016-10-29T00:00:00.000000000,BHMBCCTHL01,10.001682591190434,1,1752076272640
2016-10-29T00:00:00.000000000,BHMMBMMBX01,10.000533933372743,1,1752076272640
2016-10-29T00:00:00.000000000,BHMNCPHST01,10.000290277777777,1,1752076272640
2016-10-30T00:00:00.000000000,BHMBCCTHL01,10.001789422377128,1,1752076275280
2016-10-30T00:00:00.000000000,Broad Street,10.000338164251207,1,1752076275280
2016-10-30T00:00:00.000000000,Others-CCCPS98,10.000122239879094,1,1752076275280
2016-10-30T00:00:00.000000000,Others-CCCPS119a,10.00013720583,1,1752076275280
2016-10-30T00:00:00.000000000,Shopping,10.000166015625,1,1752076275280
